Alloy,Brinell hardness (HB),
"Admiralty gun metal (C90500)","75 - 80",
"Aluminum bronze (C95200)","125",
"Aluminum bronze (C95500)","192 - 230",
"Beryllium copper (C81300)","39",
"Cast copper (C81100)","44",
"Chromium copper (C81500)","105",
"High-tensile brass (C86500)","100 - 130",
"Hydraulic bronze (C83800)","60",
"Leaded gunmetal (C83600)","60 - 65",
"Silicon brass (C87500)","115 - 134",
"Tin bronze (C90700)","80 - 110",
