Alloy,Ultimate strength,75,
90Pt-10Ir,380,
85Pt-15Ir,513,
80Pt-20Ir,674,
75Pt-25Ir,860,
70Pt-30Ir,1120,
95Pt-5Ni,640,
90Pt-10Ni,815,
85Pt-15Ni,910,
80Pt-20Ni,910,
80Pt-20Pd,350,
60Pt-40Pd,385,
95Pt-5Rh,240,
90Pt-10Rh,320,
80Pt-20Rh,450,
70Pt-30Rh,500,
60Pt-40Rh,550,
95Pt-5Ru,415,
90Pt-10Ru,570,
98Pt-2W,570,
96Pt-4W,770,
94Pt-6W,860,
92Pt-8W,895,
