Name,Thermal expansion,
Andesite,7,
Basalt,5.4,
Diabase,6 - 12,
Granite,6 - 20,
Limestone (hard),9 - 22,
Limestone (soft),2.5 - 9.0,
Marble,5.4 - 27,
Quartzite,16 - 20,
Sandstone (hard),5 - 19,
Sandstone (medium),5 - 19,
Sandstone (soft),5 - 19,
Slate,10 - 12,
