Name,Thermal conductivity,

,0.02108,
Carbon monoxide (CO),0.02576,
Nitric oxide (NO),0.0234,
,0.4883,
,32.244,
Magnesium oxide (MgO),45 - 60,
Beryllium oxide (BeO),210,
Manganese(II) oxide (MnO),5.981,
,0.1586,
